Time - Plot 0	Amplitude - Plot 0	Time - Plot 1	Amplitude - Plot 1	Time - Plot 2	Amplitude - Plot 2	Time - Plot 3	Amplitude - Plot 3	Time - Plot 4	Amplitude - Plot 4	Time - Plot 5	Amplitude - Plot 5	Time - Plot 6	Amplitude - Plot 6	Time - Plot 7	Amplitude - Plot 7	Time - Plot 8	Amplitude - Plot 8	Time - Plot 9	Amplitude - Plot 9	Time - Plot 10	Amplitude - Plot 10	Time - Plot 11	Amplitude - Plot 11	Time - Plot 12	Amplitude - Plot 12	Time - Plot 13	Amplitude - Plot 13
136	-7,24124	136	-7,23657	136	-7,20098	136	-7,24576	136	-7,22595	136	-7,20762	136	-7,25236	136	-7,199	136	-7,23006	136	-7,2394	136	-7,22522	136	-7,23736	136	-7,2292	136	-7,21215
137	-7,23299	137	-7,23656	137	-7,20102	137	-7,24577	137	-7,22596	137	-7,20765	137	-7,25235	137	-7,19901	137	-7,22979	137	-7,23942	137	-7,22524	137	-7,23733	137	-7,2292	137	-7,21216
138	-7,23163	138	-7,23656	138	-7,20102	138	-7,24583	138	-7,22598	138	-7,20764	138	-7,25235	138	-7,19897	138	-7,23035	138	-7,23944	138	-7,22525	138	-7,23734	138	-7,22919	138	-7,21214
139	-7,2311	139	-7,23658	139	-7,201	139	-7,2459	139	-7,22596	139	-7,20763	139	-7,25238	139	-7,19899	139	-7,2307	139	-7,23945	139	-7,22523	139	-7,23733	139	-7,22922	139	-7,21217
140	-7,23042	140	-7,23656	140	-7,20101	140	-7,24598	140	-7,22597	140	-7,20763	140	-7,25234	140	-7,19899	140	-7,23102	140	-7,23946	140	-7,22525	140	-7,23732	140	-7,2292	140	-7,21217
141	-7,23038	141	-7,23659	141	-7,201	141	-7,246	141	-7,226	141	-7,20765	141	-7,25236	141	-7,19905	141	-7,2314	141	-7,23949	141	-7,22527	141	-7,23734	141	-7,22923	141	-7,21219
142	-7,23002	142	-7,2366	142	-7,20103	142	-7,24608	142	-7,22597	142	-7,20764	142	-7,25236	142	-7,19901	142	-7,23172	142	-7,23947	142	-7,22525	142	-7,23732	142	-7,22923	142	-7,21217
143	-7,22991	143	-7,2366	143	-7,201	143	-7,24615	143	-7,22598	143	-7,20767	143	-7,25237	143	-7,19902	143	-7,23205	143	-7,23947	143	-7,22524	143	-7,23734	143	-7,22922	143	-7,2122
144	-7,22992	144	-7,23657	144	-7,20102	144	-7,24622	144	-7,22598	144	-7,20764	144	-7,25238	144	-7,19901	144	-7,23245	144	-7,23947	144	-7,22526	144	-7,23731	144	-7,22923	144	-7,21221
145	-7,23967	145	-7,2366	145	-7,20102	145	-7,24628	145	-7,22602	145	-7,20766	145	-7,25239	145	-7,199	145	-7,23281	145	-7,23947	145	-7,22526	145	-7,23731	145	-7,22924	145	-7,2122
146	-7,26193	146	-7,23657	146	-7,20102	146	-7,24635	146	-7,22603	146	-7,20767	146	-7,25242	146	-7,19904	146	-7,23211	146	-7,23943	146	-7,22528	146	-7,23735	146	-7,22923	146	-7,21221
147	-7,25086	147	-7,23705	147	-7,20127	147	-7,24686	147	-7,22646	147	-7,20828	147	-7,25298	147	-7,19941	147	-7,23382	147	-7,24011	147	-7,22583	147	-7,23818	147	-7,22965	147	-7,21279
148	-7,24986	148	-7,23801	148	-7,2016	148	-7,24804	148	-7,22737	148	-7,20925	148	-7,25391	148	-7,20001	148	-7,23723	148	-7,24102	148	-7,22659	148	-7,23925	148	-7,2302	148	-7,21354
149	-7,24962	149	-7,23851	149	-7,2017	149	-7,24901	149	-7,22794	149	-7,20971	149	-7,25445	149	-7,20037	149	-7,24696	149	-7,24158	149	-7,22704	149	-7,23986	149	-7,23059	149	-7,21401
150	-7,30543	150	-7,23882	150	-7,2018	150	-7,25017	150	-7,22823	150	-7,20995	150	-7,25478	150	-7,20062	150	-7,33703	150	-7,24192	150	-7,22732	150	-7,24023	150	-7,23082	150	-7,21429
151	-7,26566	151	-7,23898	151	-7,20184	151	-7,25174	151	-7,22846	151	-7,21007	151	-7,25505	151	-7,20074	151	-7,23498	151	-7,24217	151	-7,22748	151	-7,24043	151	-7,23098	151	-7,21451
152	-7,2537	152	-7,2391	152	-7,20183	152	-7,25348	152	-7,2286	152	-7,21013	152	-7,25518	152	-7,20085	152	-7,23615	152	-7,24231	152	-7,22764	152	-7,24053	152	-7,23108	152	-7,21462
153	-7,2584	153	-7,23922	153	-7,20187	153	-7,25522	153	-7,22867	153	-7,2102	153	-7,25527	153	-7,20088	153	-7,23679	153	-7,24241	153	-7,22769	153	-7,24062	153	-7,23114	153	-7,21471
154	-7,25941	154	-7,23927	154	-7,20186	154	-7,2569	154	-7,22879	154	-7,21022	154	-7,25538	154	-7,20092	154	-7,23748	154	-7,24247	154	-7,22774	154	-7,24068	154	-7,23118	154	-7,21479
155	-7,24393	155	-7,2393	155	-7,20191	155	-7,25925	155	-7,22882	155	-7,21028	155	-7,25541	155	-7,20096	155	-7,23826	155	-7,24253	155	-7,22779	155	-7,24072	155	-7,23122	155	-7,21487
156	-7,23821	156	-7,23932	156	-7,20194	156	-7,26426	156	-7,22884	156	-7,21029	156	-7,25545	156	-7,20098	156	-7,23885	156	-7,24259	156	-7,22784	156	-7,24075	156	-7,23125	156	-7,21487
157	-7,23953	157	-7,23936	157	-7,20194	157	-7,28051	157	-7,22889	157	-7,21034	157	-7,2555	157	-7,20099	157	-7,23967	157	-7,24264	157	-7,22785	157	-7,24076	157	-7,2313	157	-7,21494
158	-7,23995	158	-7,23939	158	-7,20192	158	-7,25762	158	-7,22888	158	-7,21037	158	-7,25552	158	-7,20102	158	-7,24065	158	-7,24264	158	-7,2279	158	-7,24084	158	-7,23133	158	-7,21493
159	-7,22971	159	-7,23942	159	-7,20196	159	-7,25996	159	-7,2289	159	-7,21039	159	-7,25554	159	-7,20104	159	-7,24127	159	-7,24269	159	-7,22792	159	-7,24087	159	-7,23136	159	-7,21497
160	-7,23876	160	-7,23944	160	-7,20193	160	-7,26381	160	-7,22894	160	-7,21039	160	-7,25555	160	-7,20106	160	-7,24193	160	-7,24272	160	-7,22791	160	-7,24088	160	-7,23136	160	-7,21499
161	-7,239	161	-7,23942	161	-7,20197	161	-7,27834	161	-7,22898	161	-7,2104	161	-7,25556	161	-7,20109	161	-7,243	161	-7,24273	161	-7,22794	161	-7,2409	161	-7,23136	161	-7,215
162	-7,24148	162	-7,23944	162	-7,20196	162	-7,28585	162	-7,22897	162	-7,21042	162	-7,2556	162	-7,2011	162	-7,24379	162	-7,24272	162	-7,22795	162	-7,24094	162	-7,23138	162	-7,215
163	-7,24266	163	-7,23945	163	-7,20197	163	-7,3114	163	-7,22899	163	-7,21043	163	-7,25564	163	-7,20107	163	-7,24453	163	-7,24277	163	-7,22801	163	-7,24093	163	-7,23139	163	-7,21504
164	-7,24296	164	-7,23948	164	-7,20197	164	-7,26387	164	-7,22897	164	-7,2104	164	-7,25563	164	-7,2011	164	-7,24444	164	-7,24278	164	-7,22802	164	-7,24096	164	-7,23142	164	-7,21506
165	-7,2476	165	-7,23945	165	-7,20197	165	-7,27383	165	-7,22902	165	-7,21043	165	-7,25565	165	-7,20115	165	-7,2457	165	-7,24279	165	-7,22802	165	-7,24097	165	-7,23143	165	-7,21505
166	-7,24548	166	-7,23949	166	-7,20197	166	-7,29913	166	-7,22902	166	-7,21045	166	-7,25567	166	-7,20112	166	-7,24587	166	-7,24282	166	-7,22804	166	-7,24099	166	-7,23142	166	-7,21508
167	-7,21963	167	-7,23948	167	-7,202	167	-7,26375	167	-7,22903	167	-7,21042	167	-7,25565	167	-7,20114	167	-7,24571	167	-7,24279	167	-7,22806	167	-7,241	167	-7,23144	167	-7,21506
168	-7,21589	168	-7,23947	168	-7,20196	168	-7,26714	168	-7,22906	168	-7,21051	168	-7,25566	168	-7,20114	168	-7,2449	168	-7,24283	168	-7,22803	168	-7,24102	168	-7,23144	168	-7,21508
169	-7,22155	169	-7,23949	169	-7,20197	169	-7,26857	169	-7,22902	169	-7,2105	169	-7,25569	169	-7,20116	169	-7,24537	169	-7,24285	169	-7,22805	169	-7,24102	169	-7,23145	169	-7,21509
170	-7,22416	170	-7,23953	170	-7,20198	170	-7,27021	170	-7,22904	170	-7,21047	170	-7,25571	170	-7,20113	170	-7,24607	170	-7,24288	170	-7,22806	170	-7,24104	170	-7,23146	170	-7,21512
171	-7,22436	171	-7,23952	171	-7,20197	171	-7,27124	171	-7,22905	171	-7,21051	171	-7,2557	171	-7,20115	171	-7,24746	171	-7,24285	171	-7,22807	171	-7,24101	171	-7,23146	171	-7,21508
172	-7,21975	172	-7,23953	172	-7,20196	172	-7,27317	172	-7,22908	172	-7,21053	172	-7,25571	172	-7,20114	172	-7,24808	172	-7,24288	172	-7,2281	172	-7,24103	172	-7,23147	172	-7,2151
173	-7,22835	173	-7,23952	173	-7,20199	173	-7,27602	173	-7,22907	173	-7,21053	173	-7,25571	173	-7,2012	173	-7,24802	173	-7,24288	173	-7,22809	173	-7,24105	173	-7,23149	173	-7,21513
174	-7,236	174	-7,23953	174	-7,20197	174	-7,27845	174	-7,2291	174	-7,21052	174	-7,25571	174	-7,20117	174	-7,24878	174	-7,24286	174	-7,22809	174	-7,24108	174	-7,23151	174	-7,21509
175	-7,24587	175	-7,23957	175	-7,20199	175	-7,28082	175	-7,22907	175	-7,21054	175	-7,25575	175	-7,20121	175	-7,24932	175	-7,2429	175	-7,22815	175	-7,24109	175	-7,23151	175	-7,21511
176	-7,25669	176	-7,23954	176	-7,20199	176	-7,28344	176	-7,22913	176	-7,21054	176	-7,25574	176	-7,2012	176	-7,24961	176	-7,24291	176	-7,22811	176	-7,24111	176	-7,23152	176	-7,21513
177	-7,27228	177	-7,23957	177	-7,20201	177	-7,28702	177	-7,2291	177	-7,21059	177	-7,25575	177	-7,2012	177	-7,25003	177	-7,24291	177	-7,22809	177	-7,24112	177	-7,23153	177	-7,21517
178	-7,31805	178	-7,23957	178	-7,202	178	-7,27194	178	-7,2291	178	-7,21056	178	-7,25577	178	-7,20118	178	-7,24988	178	-7,24292	178	-7,22811	178	-7,24112	178	-7,23152	178	-7,21514
179	-7,20724	179	-7,23957	179	-7,20201	179	-7,28019	179	-7,22911	179	-7,21056	179	-7,25576	179	-7,20118	179	-7,25005	179	-7,24294	179	-7,22811	179	-7,24114	179	-7,23154	179	-7,21513
180	-7,19872	180	-7,23957	180	-7,20199	180	-7,26017	180	-7,22914	180	-7,21058	180	-7,25576	180	-7,20122	180	-7,25106	180	-7,24294	180	-7,22809	180	-7,24113	180	-7,23155	180	-7,21516
181	-7,1979	181	-7,23958	181	-7,20201	181	-7,26018	181	-7,22911	181	-7,21055	181	-7,25577	181	-7,2012	181	-7,25108	181	-7,24296	181	-7,22808	181	-7,24113	181	-7,23151	181	-7,21516
182	-7,19741	182	-7,2396	182	-7,20202	182	-7,26073	182	-7,2291	182	-7,21057	182	-7,2558	182	-7,2012	182	-7,25118	182	-7,24296	182	-7,22812	182	-7,24112	182	-7,23157	182	-7,21516
183	-7,19722	183	-7,23958	183	-7,20202	183	-7,2612	183	-7,2291	183	-7,21057	183	-7,25581	183	-7,20122	183	-7,25107	183	-7,24297	183	-7,22814	183	-7,24113	183	-7,23154	183	-7,21514
184	-7,19948	184	-7,23959	184	-7,202	184	-7,262	184	-7,22911	184	-7,21059	184	-7,25579	184	-7,2012	184	-7,25117	184	-7,24297	184	-7,22812	184	-7,24117	184	-7,23152	184	-7,21519
185	-7,20018	185	-7,23963	185	-7,20201	185	-7,26276	185	-7,22911	185	-7,21058	185	-7,25579	185	-7,2012	185	-7,25215	185	-7,24297	185	-7,22814	185	-7,24115	185	-7,23152	185	-7,2152
186	-7,19947	186	-7,23963	186	-7,20203	186	-7,26353	186	-7,22912	186	-7,2106	186	-7,25579	186	-7,20118	186	-7,25283	186	-7,24297	186	-7,22817	186	-7,24113	186	-7,23155	186	-7,21521
187	-7,20156	187	-7,23962	187	-7,20203	187	-7,26504	187	-7,22914	187	-7,2106	187	-7,25579	187	-7,2012	187	-7,25317	187	-7,24297	187	-7,22814	187	-7,24112	187	-7,23154	187	-7,21516
188	-7,19999	188	-7,23964	188	-7,20203	188	-7,26633	188	-7,22913	188	-7,21062	188	-7,25578	188	-7,2012	188	-7,25324	188	-7,243	188	-7,22813	188	-7,24115	188	-7,23154	188	-7,21518
189	-7,20277	189	-7,23963	189	-7,20203	189	-7,26776	189	-7,22915	189	-7,2106	189	-7,2558	189	-7,2012	189	-7,25356	189	-7,24302	189	-7,22814	189	-7,24113	189	-7,23155	189	-7,21517
190	-7,20404	190	-7,23962	190	-7,20204	190	-7,26951	190	-7,22912	190	-7,2106	190	-7,25583	190	-7,2012	190	-7,25356	190	-7,24305	190	-7,22815	190	-7,24113	190	-7,23153	190	-7,21518
191	-7,20502	191	-7,23964	191	-7,20204	191	-7,27337	191	-7,22916	191	-7,2106	191	-7,25584	191	-7,20119	191	-7,25386	191	-7,24303	191	-7,22817	191	-7,24114	191	-7,23155	191	-7,21522
192	-7,20517	192	-7,23966	192	-7,20205	192	-7,28647	192	-7,22915	192	-7,21061	192	-7,2558	192	-7,20121	192	-7,25414	192	-7,24301	192	-7,22818	192	-7,24117	192	-7,23155	192	-7,21521
193	-7,2069	193	-7,23965	193	-7,20201	193	-7,29637	193	-7,22916	193	-7,21059	193	-7,25583	193	-7,20123	193	-7,25541	193	-7,243	193	-7,22819	193	-7,24114	193	-7,23156	193	-7,21521
194	-7,20873	194	-7,23965	194	-7,20205	194	-7,31061	194	-7,22915	194	-7,21058	194	-7,2558	194	-7,20124	194	-7,25559	194	-7,24298	194	-7,22815	194	-7,24117	194	-7,23159	194	-7,21519
195	-7,20991	195	-7,23965	195	-7,20204	195	-7,2632	195	-7,22913	195	-7,21059	195	-7,25583	195	-7,20122	195	-7,2558	195	-7,243	195	-7,22816	195	-7,24115	195	-7,23157	195	-7,21519
196	-7,21122	196	-7,23966	196	-7,20204	196	-7,26888	196	-7,22916	196	-7,21061	196	-7,25585	196	-7,20123	196	-7,25633	196	-7,24304	196	-7,22818	196	-7,24119	196	-7,23157	196	-7,21521
197	-7,21173	197	-7,23966	197	-7,20206	197	-7,27765	197	-7,22918	197	-7,21061	197	-7,25585	197	-7,20124	197	-7,25678	197	-7,24303	197	-7,22818	197	-7,24117	197	-7,23153	197	-7,2152
198	-7,21448	198	-7,23964	198	-7,20203	198	-7,28627	198	-7,22916	198	-7,21062	198	-7,25581	198	-7,20122	198	-7,25724	198	-7,24301	198	-7,22815	198	-7,24117	198	-7,23154	198	-7,21522
199	-7,21666	199	-7,23966	199	-7,20204	199	-7,31359	199	-7,22917	199	-7,21062	199	-7,25582	199	-7,20122	199	-7,25763	199	-7,24305	199	-7,22815	199	-7,24118	199	-7,23156	199	-7,21522
200	-7,22156	200	-7,23965	200	-7,20205	200	-7,26649	200	-7,22916	200	-7,21061	200	-7,25579	200	-7,20123	200	-7,25806	200	-7,24307	200	-7,22817	200	-7,24119	200	-7,23155	200	-7,21522
201	-7,19287	201	-7,23966	201	-7,20206	201	-7,26201	201	-7,22913	201	-7,21062	201	-7,25582	201	-7,20125	201	-7,25844	201	-7,24304	201	-7,22817	201	-7,2412	201	-7,23155	201	-7,21524
202	-7,19272	202	-7,23965	202	-7,20205	202	-7,26428	202	-7,22912	202	-7,21062	202	-7,25581	202	-7,20126	202	-7,23248	202	-7,24306	202	-7,22816	202	-7,24117	202	-7,23158	202	-7,21524
203	-7,19365	203	-7,23964	203	-7,20203	203	-7,26515	203	-7,22917	203	-7,2106	203	-7,25585	203	-7,20127	203	-7,23315	203	-7,24306	203	-7,22815	203	-7,2412	203	-7,23156	203	-7,21523
204	-7,19473	204	-7,23965	204	-7,20203	204	-7,26631	204	-7,22914	204	-7,21061	204	-7,25584	204	-7,20126	204	-7,23373	204	-7,24303	204	-7,22814	204	-7,24119	204	-7,23155	204	-7,21526
205	-7,19558	205	-7,23966	205	-7,20201	205	-7,26803	205	-7,22914	205	-7,21062	205	-7,25582	205	-7,20126	205	-7,23478	205	-7,24306	205	-7,22817	205	-7,24117	205	-7,23154	205	-7,21524
